遗址名称,关系类型,关系名称,主体,主体类型,客体,客体类型,页码,置信度,上下文
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F302","遗迹编号",11,0.7," 西汉礼制建筑遗址  第三号遗址南堂 (F302) 250 号础石 第三号遗址西堂 (F"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F303","遗迹编号",11,0.7,"2) 250 号础石 第三号遗址西堂 (F303) 叮房平面图及北壁、南壁、西辟正视图 "
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F304","遗迹编号",11,0.7,"号遗址出土础石之题记 第三号遗址北堂 (F304) 428、429 号础石间之剖面图 第"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F103","遗迹编号",11,0.7,"、竹叶形器、合页形器 第一号遗址西堂 (F103) 局部发掘平面图 … 六”第一号遗址西"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F203","遗迹编号",11,0.7,"7 SHEA 图五六”第二号遗址西堂 (F203) 平面图 图五七”第二号遗址西堂 (F"
"西汉礼制建筑遗址","REL_UNIT_EXCAVATES","出土","F302","遗迹编号","刀","ocr",11,0.6," 西汉礼制建筑遗址  第三号遗址南堂 (F302) 250 号础石 第三号遗址西堂 (F  8 Bw"
"西汉礼制建筑遗址","REL_UNIT_EXCAVATES","出土","F303","遗迹编号","刀","ocr",11,0.6,"2) 250 号础石 第三号遗址西堂 (F303) 叮房平面图及北壁、南壁、西辟正视图   8 Bw"
"西汉礼制建筑遗址","REL_UNIT_EXCAVATES","出土","F304","遗迹编号","刀","ocr",11,0.6,"号遗址出土础石之题记 第三号遗址北堂 (F304) 428、429 号础石间之剖面图 第  8 Bw"
"西汉礼制建筑遗址","REL_UNIT_EXCAVATES","出土","F103","遗迹编号","刀","ocr",11,0.6,"、竹叶形器、合页形器 第一号遗址西堂 (F103) 局部发掘平面图 … 六”第一号遗址西  8 Bw"
"西汉礼制建筑遗址","REL_UNIT_EXCAVATES","出土","F203","遗迹编号","刀","ocr",11,0.6,"7 SHEA 图五六”第二号遗址西堂 (F203) 平面图 图五七”第二号遗址西堂 (F  8 Bw"
"西汉礼制建筑遗址","REL_SITE_ERA","年代为","西汉礼制建筑遗址","遗址名称","西汉","年代",11,0.5,"                    西汉礼制建筑遗址  第三号遗址南堂 (F30"
"西汉礼制建筑遗址","REL_SITE_ERA","年代为","西汉礼制建筑遗址","遗址名称","西汉","年代",15,0.5,"10  西汉礼制建筑遗址  图一六七 图一六八 图一"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F301","遗迹编号",16,0.7,"北)  5. 第三号遗址中心建筑东堂 (F301) 出土全景 〈由东向西) 6. 第三号"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F302","遗迹编号",16,0.7,"向西) 6. 第三号遗址中心建筑南堂 (F302) 出土全景 由北向南) 7. 第三号遗"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F303","遗迹编号",16,0.7,"向东) 8. 第三号遗址中心建筑西堂 (F303) 出土全景〈由西向东) 9. 第三号遗"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F304","遗迹编号",16,0.7,"向东) 9. 第三号遗址中心建筑北堂 (F304) 出土全景 〈由北向南)  10. 第"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F301","遗迹编号",17,0.7,"       西汉礼制建筑遗址  29.F301 隔墙地基 〈由北向南) 30.F301"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F302","遗迹编号",17,0.7,"F301 隔墙及地基〈由南向北) 31.F302 出土的草泥墙皮 32.F302 出土的"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F304","遗迹编号",17,0.7,"土的含有大量麦秸痕的草泥土 35. 上，F304 出土的带有麦秸秆儿的草泥土 下，F30"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F303","遗迹编号",17,0.7,"2 出土的涂抹在板瓦上的草泥墙皮 36.F303 出土的带有麦秸及亮粒痕迹的草泥土 37"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F301:7","遗迹编号",17,0.7,"址西门门道《由南向北) 56. 铁冒钉 F301:7、F302:5、F304:7、F302:"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F302:5","遗迹编号",17,0.7,"南向北) 56. 铁冒钉 F301:7、F302:5、F304:7、F302:10、F302"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F304:7","遗迹编号",17,0.7,". 铁冒钉 F301:7、F302:5、F304:7、F302:10、F302:9，铁曲钉 "
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F302:10","遗迹编号",17,0.7,"301:7、F302:5、F304:7、F302:10、F302:9，铁曲钉 F303:6 5"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F302:9","遗迹编号",17,0.7,"02:5、F304:7、F302:10、F302:9，铁曲钉 F303:6 57. 铜板状器"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F303:6","遗迹编号",17,0.7,"、F302:10、F302:9，铁曲钉 F303:6 57. 铜板状器 F303:3、F30"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F303:3","遗迹编号",17,0.7,"铁曲钉 F303:6 57. 铜板状器 F303:3、F303:4 58. 铜竹叶形器 F3"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F303:4","遗迹编号",17,0.7,"3:6 57. 铜板状器 F303:3、F303:4 58. 铜竹叶形器 F303:7 59"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F303:7","遗迹编号",17,0.7,":3、F303:4 58. 铜竹叶形器 F303:7 59. 铜合页器 F303:2 60."
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F303:2","遗迹编号",17,0.7,"叶形器 F303:7 59. 铜合页器 F303:2 60. 铜凸形器 F303:5 61."
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F303:5","遗迹编号",17,0.7,"合页器 F303:2 60. 铜凸形器 F303:5 61. F3 出土铜钱 CHA LMR"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F3","遗迹编号",17,0.7,"60. 铜凸形器 F303:5 61. F3 出土铜钱 CHA LMR, RR, H"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F103","遗迹编号",17,0.7,"R) 62. 第一号遗址中心建筑西堂 (F103) FFT RA 〈由南向北)  s  "
"西汉礼制建筑遗址","REL_SITE_ERA","年代为","西汉礼制建筑遗址","遗址名称","西汉","年代",17,0.5,"                    西汉礼制建筑遗址  29.F301 隔墙地基"
"西汉礼制建筑遗址","REL_SITE_CONTAINS","包含","西汉礼制建筑遗址","遗址名称","F203","遗迹编号",19,0.7,"       西汉礼制建筑遗址  98.F203 南夹道 304 号柱槽西南边地基上的柱"
"辉县发掘报告","REL_SITE_CONTAINS","包含","辉县发掘报告","遗址名称","L197","遗迹编号",15,0.7,"I, bE DB EEN ATA Le L197), Baie AMG.   1:84)"
"辉县发掘报告","REL_SITE_CONTAINS","包含","辉县发掘报告","遗址名称","L288","遗迹编号",15,0.7,"PE I C81), AMBRE 2 (L288, 1268) APPR 1 BECL="
"辉县发掘报告","REL_SITE_CONTAINS","包含","辉县发掘报告","遗址名称","L118","遗迹编号",15,0.7," FECT) ATRURATERIBY L118) 7781 11), 应角1 Cl:1"
"辉县发掘报告","REL_UNIT_EXCAVATES","出土","L197","遗迹编号","刀","ocr",15,0.6,"I, bE DB EEN ATA Le L197), Baie AMG.   1:84) 放失灰中 "
"辉县发掘报告","REL_UNIT_EXCAVATES","出土","L197","遗迹编号","石刀","ocr",15,0.6,"I, bE DB EEN ATA Le L197), Baie AMG.   1:84) 到放失灰中"
"辉县发掘报告","REL_UNIT_EXCAVATES","出土","L288","遗迹编号","刀","ocr",15,0.6,"PE I C81), AMBRE 2 (L288, 1268) APPR 1 BECL= 放失灰中 "
"辉县发掘报告","REL_UNIT_EXCAVATES","出土","L288","遗迹编号","石刀","ocr",15,0.6,"PE I C81), AMBRE 2 (L288, 1268) APPR 1 BECL= 到放失灰中"
"辉县发掘报告","REL_UNIT_EXCAVATES","出土","L118","遗迹编号","刀","ocr",15,0.6," FECT) ATRURATERIBY L118) 7781 11), 应角1 Cl:1 放失灰中 "
"辉县发掘报告","REL_UNIT_EXCAVATES","出土","L118","遗迹编号","石刀","ocr",15,0.6," FECT) ATRURATERIBY L118) 7781 11), 应角1 Cl:1 到放失灰中"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","045米","测量数据",15,0.55,"CRE 4 0, Dla MRD 如深亚045米出现灰禄色士,灰纺东南未及过丸，乃向二而"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号"," 0.7
米","测量数据",15,0.55,"别加腑璋的本明(几一)。第一大坑在现地面 0.7 米滩左右处是一上深福色灰二,看不出坑口的形"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号"," 28 米","测量数据",15,0.55,"RE, MPAA, HEHE &2，东再 28 米。课到 2米友右,记不规则的加形,南北其"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","
2米","测量数据",15,0.55,", HEHE &2，东再 28 米。课到 2米友右,记不规则的加形,南北其 9A, T"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","3米","测量数据",15,0.55," He SARL 下网条业出光潮的坑各,3米在右四侣出现小的当穴, 差不多在 局一平"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","5米","测量数据",15,0.55,"局一平面上有大个,大小相差不多。距地面&5米沫时，皮剧加 FE AMON. MAE "
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号"," 4 米","测量数据",15,0.55,"加 FE AMON. MAE A ARS 4 米在右以下浙友精四形。4.5 TEN TH"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号"," 9 米","测量数据",15,0.55,"4.5 TEN THESE 24, 东西 9 米。48 米以下记方形, METS 向内个"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","48 米","测量数据",15,0.55,"EN THESE 24, 东西 9 米。48 米以下记方形, METS 向内个科度欧 7"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","1.2米","测量数据",15,0.55,"成长方形,相当规划，南北其 3洲,东西究1.2米。4.8米以下而北角与东北角两例册现下多"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","4.8米","测量数据",15,0.55,"相当规划，南北其 3洲,东西究1.2米。4.8米以下而北角与东北角两例册现下多小 DX,"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","深 11.5 米","测量数据",15,0.55,"2, WE 0.8 CI)»  第一大统深 11.5 米，有 16 ZS RUAIERS  AE"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","深 0.7 米","测量数据",15,0.55,"M CAA ey IM, HEARNE 深 0.7 米轩也是不规则形, 构有 0.3一0.4 "
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号"," 08 米","测量数据",15,0.55,"DDN ES TL, AF NE IHG 08 米; 3.1 米滩世有 LAR Mi iy"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号"," 3.1 米","测量数据",15,0.55," TL, AF NE IHG 08 米; 3.1 米滩世有 LAR Mi iy CE  iy"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","3.7米","测量数据",15,0.55," EE PUNO, 有少量陶片山士-在洪3.7米处有0.4米见方的 FRG) PAIR,"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","0.4米","测量数据",15,0.55,"NO, 有少量陶片山士-在洪3.7米处有0.4米见方的 FRG) PAIR, TY O1"
"辉县发掘报告","REL_MEASUREMENT","测量为","L197","遗迹编号","18 米","测量数据",15,0.55,"米见方的 FRG) PAIR, TY O18 米。重要出土赂有, Tit BJF 294"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","045米","测量数据",15,0.55,"CRE 4 0, Dla MRD 如深亚045米出现灰禄色士,灰纺东南未及过丸，乃向二而"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号"," 0.7
米","测量数据",15,0.55,"别加腑璋的本明(几一)。第一大坑在现地面 0.7 米滩左右处是一上深福色灰二,看不出坑口的形"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号"," 28 米","测量数据",15,0.55,"RE, MPAA, HEHE &2，东再 28 米。课到 2米友右,记不规则的加形,南北其"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","
2米","测量数据",15,0.55,", HEHE &2，东再 28 米。课到 2米友右,记不规则的加形,南北其 9A, T"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","3米","测量数据",15,0.55," He SARL 下网条业出光潮的坑各,3米在右四侣出现小的当穴, 差不多在 局一平"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","5米","测量数据",15,0.55,"局一平面上有大个,大小相差不多。距地面&5米沫时，皮剧加 FE AMON. MAE "
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号"," 4 米","测量数据",15,0.55,"加 FE AMON. MAE A ARS 4 米在右以下浙友精四形。4.5 TEN TH"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号"," 9 米","测量数据",15,0.55,"4.5 TEN THESE 24, 东西 9 米。48 米以下记方形, METS 向内个"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","48 米","测量数据",15,0.55,"EN THESE 24, 东西 9 米。48 米以下记方形, METS 向内个科度欧 7"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","1.2米","测量数据",15,0.55,"成长方形,相当规划，南北其 3洲,东西究1.2米。4.8米以下而北角与东北角两例册现下多"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","4.8米","测量数据",15,0.55,"相当规划，南北其 3洲,东西究1.2米。4.8米以下而北角与东北角两例册现下多小 DX,"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","深 11.5 米","测量数据",15,0.55,"2, WE 0.8 CI)»  第一大统深 11.5 米，有 16 ZS RUAIERS  AE"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","深 0.7 米","测量数据",15,0.55,"M CAA ey IM, HEARNE 深 0.7 米轩也是不规则形, 构有 0.3一0.4 "
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号"," 08 米","测量数据",15,0.55,"DDN ES TL, AF NE IHG 08 米; 3.1 米滩世有 LAR Mi iy"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号"," 3.1 米","测量数据",15,0.55," TL, AF NE IHG 08 米; 3.1 米滩世有 LAR Mi iy CE  iy"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","3.7米","测量数据",15,0.55," EE PUNO, 有少量陶片山士-在洪3.7米处有0.4米见方的 FRG) PAIR,"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","0.4米","测量数据",15,0.55,"NO, 有少量陶片山士-在洪3.7米处有0.4米见方的 FRG) PAIR, TY O1"
"辉县发掘报告","REL_MEASUREMENT","测量为","L288","遗迹编号","18 米","测量数据",15,0.55,"米见方的 FRG) PAIR, TY O18 米。重要出土赂有, Tit BJF 294"
"辉县发掘报告","REL_MEASUREMENT","测量为","L118","遗迹编号","045米","测量数据",15,0.55,"CRE 4 0, Dla MRD 如深亚045米出现灰禄色士,灰纺东南未及过丸，乃向二而"
"辉县发掘报告","REL_MEASUREMENT","测量为","L118","遗迹编号"," 0.7
米","测量数据",15,0.55,"别加腑璋的本明(几一)。第一大坑在现地面 0.7 米滩左右处是一上深福色灰二,看不出坑口的形"
"辉县发掘报告","REL_MEASUREMENT","测量为","L118","遗迹编号"," 28 米","测量数据",15,0.55,"RE, MPAA, HEHE &2，东再 28 米。课到 2米友右,记不规则的加形,南北其"
"辉县发掘报告","REL_MEASUREMENT","测量为","L118","遗迹编号","
2米","测量数据",15,0.55,", HEHE &2，东再 28 米。课到 2米友右,记不规则的加形,南北其 9A, T"
"辉县发掘报告","REL_MEASUREMENT","测量为","L118","遗迹编号","3米","测量数据",15,0.55," He SARL 下网条业出光潮的坑各,3米在右四侣出现小的当穴, 差不多在 局一平"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","商代","年代",7,0.5,"”郑州二里岗地形及坑位分布图 二里岗一区商代遗址发据坑位图……( 7 ) FRI 5"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","春秋","年代",8,0.5,"实, 郑州在般代应属隔"。周初属管” ,春秋时属郑” ,战国时先 FAR, GARR"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","战国","年代",8,0.5,"应属隔"。周初属管” ,春秋时属郑” ,战国时先 FAR, GARR? FONE, "
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","新石器时代","年代",8,0.5,"士质肥沃 ,气候温和,物产丰富,所以远自新石器时代起,就是人们居住的 地方,也就遗留了不少"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","商代","年代",8,0.5,"郑州市一位小学教员首先发现了二里岗一带的商代化遗存，并采集了一部 分陶片和石器。 后"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","新石器时代","年代",9,0.5,"IN A PE, 遗物是相当丰富的, 有新石器时代  的仰慢和龙山文化遗址,商代遗址,周代"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","龙山文化","年代",9,0.5,"是相当丰富的, 有新石器时代  的仰慢和龙山文化遗址,商代遗址,周代壮址及历代古董莫等。"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","商代","年代",9,0.5," 有新石器时代  的仰慢和龙山文化遗址,商代遗址,周代壮址及历代古董莫等。其中以商代"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","周代","年代",9,0.5,"时代  的仰慢和龙山文化遗址,商代遗址,周代壮址及历代古董莫等。其中以商代遗址分布最"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","春秋","年代",9,0.5,"\白家庄等处的房基和熏葬健等。还有相当于春秋、战国时期的文化坦址，分布也很 营逼。战"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","战国","年代",9,0.5,"庄等处的房基和熏葬健等。还有相当于春秋、战国时期的文化坦址，分布也很 营逼。战国时期"
"郑州二里岗","REL_STRATIGRAPHY","层位关系","郑州二里岗","遗址名称","堆积","层位关系",9,0.6,"里范围内 ,逼布着商代文化遗址。 文化层堆积一般厚度在 1 米左右,最厚  草山3 "
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","商代","年代",11,0.5,"海马路东段和二里岗 大道呈直角相接。  商代遗址主要分布在瑚海局路东段偏西部的南北两"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","龙山文化","年代",11,0.5,"两便。在南便的商代文化遗址下面还迁 于有龙山文化层。战国医养罕主要在隐海马路东段候东部的"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","战国","年代",11,0.5,"的商代文化遗址下面还迁 于有龙山文化层。战国医养罕主要在隐海马路东段候东部的南侧。在"
"郑州二里岗","REL_STRATIGRAPHY","层位关系","郑州二里岗","遗址名称","夯土","层位关系",11,0.6,"遗址和战国墓磊中 阳,有一道西南东北向的夯土墙相隔,虽然地势一样,相距又很近, 而战"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T2","遗迹编号",13,0.7,"0 A, 开始趟掘C1 TL 和 C1 T2。探询普采取长 10、宽2 米正方向。接"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","H6","遗迹编号",13,0.7,"的灰坊中都未得到解 决, 为此才确定以 H6 为重点,进行探掘。发掘时售将坑口扩大成"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T3","遗迹编号",13,0.7," 日起,陆线在 T2 的东部和南部开了 T3 .至 T41 共 38 AR, HHT"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T41","遗迹编号",13,0.7,"在 T2 的东部和南部开了 T3 .至 T41 共 38 AR, HHT ESL 19"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","H2","遗迹编号",13,0.7,"灰坑中出土器物的形制有些 差异, BA H2 甲坊与乙坑的打破关系, 但因坑口以上灰"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T51","遗迹编号",13,0.7,"开探沟 13 条(T43一T55)。在 T51 内发现了清楚的上\下层次达压关系。这样"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T43","遗迹编号",13,0.7,"过的灰坊和灰层基本上都属于这两层。另在 T43 44,45 内还发现埋在地下的施 土墙"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T45","遗迹编号",13,0.7,"5 内还发现埋在地下的施 土墙一段。在 T45 内发现压在商代亦居上面的战国文化层和两"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T8","遗迹编号",13,0.7,"砍发据区域内,共开探询 55 条。其中 T8 和T53 因农耕土下序是生土,无文化居"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T6","遗迹编号",13,0.7,"无文化居发现， BOHEME BIA, T6,7,22,29 和 T35 五条沟中,"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T35","遗迹编号",13,0.7,"E BIA, T6,7,22,29 和 T35 五条沟中,虽然看号但也没有化层。T43"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T54","遗迹编号",13,0.7,"RAM, Stee 48 条探询中,除 T54 和 T55 内的上层堆积有较薄的一层战"
"郑州二里岗","REL_SITE_CONTAINS","包含","郑州二里岗","遗址名称","T55","遗迹编号",13,0.7,"tee 48 条探询中,除 T54 和 T55 内的上层堆积有较薄的一层战国 时期的文"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","商代","年代",13,0.5,"下的施 土墙一段。在 T45 内发现压在商代亦居上面的战国文化层和两个灶坊。总之这一"
"郑州二里岗","REL_SITE_ERA","年代为","郑州二里岗","遗址名称","战国","年代",13,0.5,"段。在 T45 内发现压在商代亦居上面的战国文化层和两个灶坊。总之这一区域的发掘， "
"郑州二里岗","REL_UNIT_TYPE","类型为","T2","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","H6","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T3","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T41","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","H2","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T51","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T43","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T45","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T8","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T6","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T35","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T54","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_UNIT_TYPE","类型为","T55","遗迹编号","灰坑","遗迹类型",13,0.65,"时代先后的区别。因之 后来遇到类似的深型灰坑,都是清理到水平面下一定深度,即行辕束。"
"郑州二里岗","REL_MEASUREMENT","测量为","T2","遗迹编号","宽2 米","测量数据",13,0.55,"L 和 C1 T2。探询普采取长 10、宽2 米正方向。接着在 T2 的西部双相灯发现五"
"郑州二里岗","REL_MEASUREMENT","测量为","T2","遗迹编号"," 1.5 米","测量数据",13,0.55,"ARM 1 KMALE ALE TORY 1.5 米夹有获石的黄土层;再下全是黄沙层。 RM"
"郑州二里岗","REL_MEASUREMENT","测量为","T2","遗迹编号","
5米","测量数据",13,0.55,"有获石的黄土层;再下全是黄沙层。 RMB 5米以下序遇水面，因之坊辟个声的现象十分严重"
"郑州二里岗","REL_MEASUREMENT","测量为","T2","遗迹编号","4米","测量数据",13,0.55,"才算全部清理到底,得知扰底 在水平面以下4米。通过发气，了解到坊内上、下堆积是一致的"
"郑州二里岗","REL_MEASUREMENT","测量为","T2","遗迹编号","4 米","测量数据",13,0.55,"其中除大部分深藉坑外,也 有小部分为深达4 米左右的浅灰坊。在发据当时，虽然感到部分灰"
"郑州二里岗","REL_MEASUREMENT","测量为","T2","遗迹编号"," 0.1米","测量数据",13,0.55,"探沟 中藉层堆积的厚洲也不一致,最汶的仅 0.1米,最厚的达 3 米以上,一般的都在 0."
"鄂城六朝墓","REL_SITE_CONTAINS","包含","鄂城六朝墓","遗址名称","K878","遗迹编号",4,0.7,"RHA -  州市 -六朝时代 WV .K878.85  中国版本图书馆 CI 数据核字"
